,CustomerID,Total_value,M,Loyalty_levels,Cluster
277,12682.0,12279.82,1,Diamond,0
278,12683.0,8221.09,1,Diamond,0
279,12684.0,2283.63,1,Diamond,0
280,12685.0,2863.08,1,Diamond,0
281,12686.0,89.14,4,Silver,1
282,12688.0,4873.8099999999995,1,Diamond,0
283,12689.0,1247.61,2,Platinum,0
284,12690.0,389.01,3,Gold,1
285,12691.0,1035.8,2,Platinum,0
286,12693.0,830.9599999999999,2,Platinum,0
287,12694.0,869.67,2,Platinum,0
288,12695.0,582.1,3,Gold,1
289,12697.0,939.02,2,Platinum,0
290,12700.0,4867.99,1,Diamond,0
291,12701.0,797.71,2,Platinum,1
292,12702.0,219.0,4,Silver,1
293,12703.0,274.7,4,Silver,1
294,12704.0,2220.8399999999997,1,Diamond,0
295,12705.0,6814.24,1,Diamond,0
296,12707.0,603.42,3,Gold,1
297,12708.0,2616.3199999999997,1,Diamond,0
298,12709.0,9264.1,1,Diamond,0
299,12710.0,1130.5700000000002,2,Platinum,0
300,12712.0,4241.629999999999,1,Diamond,0
301,12713.0,848.5500000000001,2,Platinum,0
302,12714.0,4708.860000000001,1,Diamond,0
303,12715.0,343.35999999999996,3,Gold,1
304,12716.0,1053.4900000000002,2,Platinum,0
305,12717.0,980.98,2,Platinum,0
306,12718.0,238.25,4,Silver,1
307,12719.0,608.1,3,Gold,1
308,12720.0,5713.28,1,Diamond,0
309,12721.0,2628.9799999999996,1,Diamond,0
310,12722.0,904.3299999999999,2,Platinum,0
311,12723.0,725.07,2,Platinum,1
312,12724.0,1031.4099999999999,2,Platinum,0
313,12725.0,427.8,3,Gold,1
314,12726.0,2609.1,1,Diamond,0
315,12727.0,3947.7000000000007,1,Diamond,0
316,12728.0,836.3299999999999,2,Platinum,0
317,12729.0,453.01000000000005,3,Gold,1
318,12731.0,18793.41,1,Diamond,0
319,12732.0,236.26000000000005,4,Silver,1
320,12733.0,383.95000000000005,3,Gold,1
321,12734.0,110.39999999999999,4,Silver,1
322,12735.0,779.57,2,Platinum,1
323,12736.0,234.00000000000003,4,Silver,1
324,12738.0,155.35,4,Silver,1
325,12739.0,1013.0400000000001,2,Platinum,0
326,12740.0,427.59999999999997,3,Gold,1
327,12743.0,540.13,3,Gold,1
328,12744.0,9120.39,1,Diamond,0
329,12747.0,4196.009999999999,1,Diamond,0
330,12748.0,28405.560000000005,1,Diamond,0
331,12749.0,3868.2000000000007,1,Diamond,0
332,12750.0,275.88,4,Silver,1
333,12752.0,4366.780000000001,1,Diamond,0
334,12753.0,21024.01,1,Diamond,0
335,12754.0,2949.12,1,Diamond,0
336,12755.0,2203.1999999999994,1,Diamond,0
337,12756.0,112.08000000000001,4,Silver,1
338,12757.0,4205.25,1,Diamond,0
339,12758.0,2791.59,1,Diamond,0
340,12759.0,1531.4400000000003,2,Platinum,0
341,12762.0,1898.5200000000004,1,Diamond,0
342,12763.0,494.08000000000004,3,Gold,1
343,12764.0,1693.88,1,Diamond,0
344,12766.0,6989.63,1,Diamond,0
345,12769.0,1143.6,2,Platinum,0
346,12770.0,1351.4499999999998,2,Platinum,0
347,12772.0,892.4700000000001,2,Platinum,0
348,12775.0,1351.2400000000002,2,Platinum,0
349,12778.0,804.23,2,Platinum,1
350,12779.0,3868.7,1,Diamond,0
351,12781.0,707.7200000000001,2,Platinum,1
352,12782.0,2273.32,1,Diamond,0
353,12783.0,1603.87,2,Platinum,0
354,12784.0,532.8199999999999,3,Gold,1
355,12785.0,305.71,3,Gold,1
356,12787.0,463.65999999999997,3,Gold,1
357,12789.0,91.85000000000001,4,Silver,1
358,12790.0,324.9200000000001,3,Gold,1
359,12791.0,192.60000000000002,4,Silver,1
360,12792.0,400.53999999999996,3,Gold,1
361,12793.0,545.48,3,Gold,1
362,12794.0,860.41,2,Platinum,0
363,12795.0,430.48,3,Gold,1
364,12797.0,194.18,4,Silver,1
365,12798.0,6977.04,1,Diamond,0
366,12802.0,412.58,3,Gold,1
367,12808.0,483.65000000000003,3,Gold,1
368,12809.0,484.36,3,Gold,1
369,12811.0,514.8499999999999,3,Gold,1
370,12812.0,229.64,4,Silver,1
371,12814.0,125.92,4,Silver,1
372,12815.0,1063.46,2,Platinum,0
373,12816.0,572.2,3,Gold,1
374,12817.0,166.04,4,Silver,1
375,12818.0,1517.88,2,Platinum,0
376,12820.0,942.34,2,Platinum,0
377,12821.0,92.72,4,Silver,1
378,12822.0,918.9800000000001,2,Platinum,0
379,12823.0,1759.5,1,Diamond,0
380,12824.0,397.11999999999995,3,Gold,1
381,12826.0,1468.1200000000001,2,Platinum,0
382,12827.0,430.15,3,Gold,1
383,12828.0,1018.71,2,Platinum,0
384,12829.0,253.05,4,Silver,1
385,12830.0,6748.400000000001,1,Diamond,0
386,12831.0,215.05,4,Silver,1
387,12832.0,383.03000000000003,3,Gold,1
388,12833.0,417.38,3,Gold,1
389,12834.0,312.38,3,Gold,1
390,12836.0,2610.3599999999997,1,Diamond,0
391,12837.0,134.1,4,Silver,1
392,12838.0,671.95,2,Platinum,1
393,12839.0,5583.62,1,Diamond,0
394,12840.0,2714.2700000000004,1,Diamond,0
395,12841.0,3845.63,1,Diamond,0
396,12842.0,1118.99,2,Platinum,0
397,12843.0,1680.7600000000002,1,Diamond,0
398,12844.0,325.96,3,Gold,1
399,12845.0,354.09,3,Gold,1
400,12847.0,843.6399999999999,2,Platinum,0
401,12849.0,1010.2900000000001,2,Platinum,0
402,12851.0,131.80999999999997,4,Silver,1
403,12852.0,299.75000000000006,3,Gold,1
404,12853.0,1881.7,1,Diamond,0
405,12854.0,1280.9,2,Platinum,0
406,12855.0,38.1,4,Silver,1
407,12856.0,2153.5299999999997,1,Diamond,0
408,12857.0,1106.4,2,Platinum,0
409,12863.0,504.20000000000005,3,Gold,1
410,12864.0,147.12,4,Silver,1
411,12865.0,1548.07,2,Platinum,0
412,12866.0,559.12,3,Gold,1
413,12867.0,3958.74,1,Diamond,0
414,12868.0,1607.0600000000002,2,Platinum,0
415,12870.0,1.0,4,Silver,3
416,12871.0,380.64000000000004,3,Gold,1
417,12872.0,599.9700000000001,3,Gold,1
418,12873.0,374.0,3,Gold,1
419,12875.0,343.2300000000001,3,Gold,1
420,12876.0,2218.020000000001,1,Diamond,0
421,12877.0,1535.7700000000002,2,Platinum,0
422,12878.0,841.64,2,Platinum,0
423,12879.0,552.57,3,Gold,1
424,12881.0,298.0,3,Gold,1
425,12882.0,1463.0399999999997,2,Platinum,0
426,12883.0,703.47,2,Platinum,1
427,12884.0,309.05000000000007,3,Gold,1
428,12885.0,1158.27,2,Platinum,0
429,12886.0,1351.09,2,Platinum,0
430,12888.0,313.77,3,Gold,1
431,12890.0,376.71999999999997,3,Gold,1
432,12891.0,331.0,3,Gold,1
433,12893.0,176.54999999999998,4,Silver,1
434,12895.0,347.3,3,Gold,1
435,12897.0,216.5,4,Silver,1
436,12901.0,16293.1,1,Diamond,0
437,12902.0,138.67999999999998,4,Silver,1
438,12904.0,496.06,3,Gold,1
439,12906.0,2919.81,1,Diamond,0
440,12908.0,246.0,4,Silver,1
441,12909.0,2128.83,1,Diamond,0
442,12910.0,3075.0400000000004,1,Diamond,0
443,12912.0,1662.3,1,Diamond,0
444,12913.0,2483.6299999999997,1,Diamond,0
445,12915.0,363.65,3,Gold,1
446,12916.0,2921.1499999999996,1,Diamond,0
447,12917.0,594.0,3,Gold,1
448,12919.0,1301.44,2,Platinum,0
449,12920.0,162.77999999999997,4,Silver,1
450,12921.0,16389.74,1,Diamond,0
451,12922.0,405.38,3,Gold,1
452,12923.0,172.81999999999996,4,Silver,1
453,12924.0,929.9500000000002,2,Platinum,0
454,12925.0,694.05,2,Platinum,1
455,12928.0,2062.7,1,Diamond,0
456,12929.0,105.1,4,Silver,1
457,12930.0,409.9,3,Gold,1
458,12931.0,33462.81,1,Diamond,0
459,12933.0,606.28,3,Gold,1
460,12935.0,2156.45,1,Diamond,0
461,12936.0,1012.9000000000001,2,Platinum,0
462,12937.0,1504.2700000000002,2,Platinum,0
463,12938.0,114.13999999999999,4,Silver,1
464,12939.0,11581.800000000001,1,Diamond,0
465,12940.0,862.4399999999999,2,Platinum,0
466,12942.0,675.6,2,Platinum,1
467,12943.0,1.0,4,Silver,3
468,12944.0,604.5099999999999,3,Gold,1
469,12945.0,462.95000000000005,3,Gold,1
470,12947.0,1407.2900000000002,2,Platinum,0
471,12948.0,2053.7,1,Diamond,0
472,12949.0,4143.0199999999995,1,Diamond,0
473,12950.0,1843.0,1,Diamond,0
474,12951.0,1042.07,2,Platinum,0
475,12952.0,1382.8400000000001,2,Platinum,0
476,12953.0,329.85,3,Gold,1
477,12955.0,4734.26,1,Diamond,0
478,12956.0,108.07,4,Silver,1
479,12957.0,3979.04,1,Diamond,0
480,12962.0,266.39,4,Silver,1
481,12963.0,1841.0300000000002,1,Diamond,0
482,12965.0,769.8100000000001,2,Platinum,1
483,12966.0,160.18,4,Silver,1
484,12967.0,1194.75,2,Platinum,0
485,12968.0,135.95,4,Silver,1
486,12970.0,405.47,3,Gold,1
487,12971.0,10930.259999999998,1,Diamond,0
488,12974.0,144.8,4,Silver,1
489,12976.0,738.6,2,Platinum,1
490,12977.0,39.24,4,Silver,1
491,12980.0,7092.060000000001,1,Diamond,0
492,12981.0,372.2199999999999,3,Gold,1
493,12982.0,377.20000000000005,3,Gold,1
494,12984.0,97.5,4,Silver,1
495,12985.0,1215.6200000000001,2,Platinum,0
496,12987.0,545.0,3,Gold,1
497,12988.0,505.82000000000005,3,Gold,1
498,12989.0,6854.51,1,Diamond,0
499,12990.0,409.5000000000001,3,Gold,1
500,12991.0,503.76000000000005,3,Gold,1
501,12993.0,414.75999999999993,3,Gold,1
502,12994.0,902.2199999999999,2,Platinum,0
503,12995.0,200.72,4,Silver,1
504,12997.0,1197.94,2,Platinum,0
505,12999.0,455.88,3,Gold,1
506,13000.0,534.8500000000001,3,Gold,1
507,13001.0,9765.07,1,Diamond,0
508,13002.0,120.94999999999999,4,Silver,1
509,13003.0,149.05,4,Silver,1
510,13004.0,5613.43,1,Diamond,0
511,13005.0,468.95000000000005,3,Gold,1
512,13006.0,81.57,4,Silver,1
513,13008.0,178.47,4,Silver,1
514,13011.0,50.550000000000004,4,Silver,1
515,13012.0,1296.6200000000001,2,Platinum,0
516,13013.0,4786.99,1,Diamond,0
517,13014.0,3365.4300000000003,1,Diamond,0
518,13015.0,3339.6400000000003,1,Diamond,0
519,13016.0,789.8899999999999,2,Platinum,1
520,13017.0,204.0,4,Silver,1
521,13018.0,7272.75,1,Diamond,0
522,13021.0,2584.4,1,Diamond,0
523,13023.0,689.9000000000001,2,Platinum,1
524,13026.0,936.1500000000001,2,Platinum,0
525,13027.0,6912.0,1,Diamond,0
526,13028.0,659.6800000000001,2,Platinum,1
527,13029.0,1247.5,2,Platinum,0
528,13030.0,752.4399999999999,2,Platinum,1
529,13032.0,996.5200000000002,2,Platinum,0
530,13033.0,190.54999999999998,4,Silver,1
531,13034.0,642.7700000000001,3,Gold,1
532,13035.0,886.6299999999999,2,Platinum,0
533,13037.0,881.07,2,Platinum,0
534,13038.0,908.46,2,Platinum,0
535,13040.0,676.99,2,Platinum,1
536,13043.0,471.57000000000005,3,Gold,1
537,13044.0,560.47,3,Gold,1
538,13045.0,305.28,3,Gold,1
539,13046.0,629.31,3,Gold,1
540,13047.0,3079.1,1,Diamond,0
541,13048.0,1789.4099999999999,1,Diamond,0
542,13049.0,656.6800000000002,2,Platinum,1
543,13050.0,5684.61,1,Diamond,0
544,13052.0,348.15000000000003,3,Gold,1
545,13055.0,1201.96,2,Platinum,0
546,13058.0,271.4,4,Silver,1
547,13059.0,183.4,4,Silver,1
548,13060.0,307.53000000000003,3,Gold,1
549,13061.0,248.61,4,Silver,1
550,13062.0,346.98,3,Gold,1
551,13064.0,1105.5900000000001,2,Platinum,0
552,13065.0,205.85999999999999,4,Silver,1
553,13066.0,430.9,3,Gold,1
554,13067.0,115.46000000000001,4,Silver,1
555,13068.0,344.0,3,Gold,1
556,13069.0,3713.14,1,Diamond,0
557,13070.0,228.8,4,Silver,1
558,13072.0,177.14999999999998,4,Silver,1
559,13075.0,919.6100000000001,2,Platinum,0
560,13077.0,728.0200000000001,2,Platinum,1
561,13078.0,12432.28,1,Diamond,0
562,13079.0,220.09999999999997,4,Silver,1
563,13080.0,58.08,4,Silver,1
564,13081.0,27964.48,1,Diamond,0
565,13082.0,3595.48,1,Diamond,0
566,13083.0,303.75,3,Gold,1
567,13085.0,272.38,4,Silver,1
568,13089.0,57322.130000000005,1,Diamond,0
569,13090.0,8689.39,1,Diamond,0
570,13091.0,319.82,3,Gold,1
571,13092.0,459.83000000000004,3,Gold,1
572,13093.0,7741.47,1,Diamond,0
573,13094.0,1708.8600000000001,1,Diamond,0
574,13095.0,74.4,4,Silver,1
575,13097.0,5886.12,1,Diamond,0
576,13098.0,28658.879999999997,1,Diamond,0
577,13099.0,207.35999999999999,4,Silver,1
578,13101.0,101.19,4,Silver,1
579,13102.0,6336.29,1,Diamond,0
580,13103.0,243.94,4,Silver,1
581,13104.0,1098.48,2,Platinum,0
582,13106.0,59.5,4,Silver,1
583,13107.0,1524.0700000000004,2,Platinum,0
584,13108.0,350.05999999999995,3,Gold,1
585,13109.0,766.84,2,Platinum,1
586,13110.0,1452.8700000000001,2,Platinum,0
587,13113.0,10510.0,1,Diamond,0
588,13115.0,2205.63,1,Diamond,0
589,13116.0,485.19,3,Gold,1
590,13117.0,984.9100000000001,2,Platinum,0
591,13118.0,1125.0,2,Platinum,0
592,13120.0,30.599999999999998,4,Silver,1
593,13121.0,254.72999999999996,4,Silver,1
594,13122.0,922.39,2,Platinum,0
595,13124.0,3756.33,1,Diamond,0
596,13126.0,2056.29,1,Diamond,0
597,13127.0,259.16999999999996,4,Silver,1
598,13130.0,64.0,4,Silver,1
599,13131.0,1039.3000000000002,2,Platinum,0
600,13132.0,77.3,4,Silver,1
601,13133.0,109.80000000000001,4,Silver,1
602,13134.0,1740.63,1,Diamond,0
603,13135.0,3096.0,1,Diamond,0
604,13136.0,2545.38,1,Diamond,0
605,13137.0,3557.96,1,Diamond,0
606,13138.0,962.39,2,Platinum,0
607,13139.0,5055.790000000001,1,Diamond,0
608,13140.0,422.47,3,Gold,1
609,13141.0,2385.8,1,Diamond,0
610,13142.0,307.0899999999999,3,Gold,1
611,13144.0,110.94999999999999,4,Silver,1
612,13145.0,614.77,3,Gold,1
613,13146.0,228.91,4,Silver,1
614,13147.0,712.8000000000001,2,Platinum,1
615,13148.0,3324.62,1,Diamond,0
616,13149.0,1676.0600000000002,1,Diamond,0
617,13151.0,1250.3700000000003,2,Platinum,0
618,13153.0,486.22,3,Gold,1
619,13154.0,1.0,4,Silver,3
620,13155.0,971.7600000000002,2,Platinum,0
621,13157.0,1721.57,1,Diamond,0
622,13158.0,1201.06,2,Platinum,0
623,13159.0,1371.25,2,Platinum,0
624,13160.0,91.8,4,Silver,1
625,13161.0,112.75,4,Silver,1
626,13162.0,1644.9899999999998,1,Diamond,0
627,13165.0,1021.48,2,Platinum,0
628,13166.0,414.70000000000005,3,Gold,1
629,13167.0,791.3299999999999,2,Platinum,1
630,13168.0,1290.5400000000002,2,Platinum,0
631,13169.0,712.88,2,Platinum,1
632,13170.0,108.81,4,Silver,1
633,13171.0,426.80999999999995,3,Gold,1
634,13173.0,353.65000000000003,3,Gold,1
635,13174.0,2742.8200000000006,1,Diamond,0
636,13176.0,481.49000000000007,3,Gold,1
637,13177.0,282.45,4,Silver,1
638,13178.0,5725.469999999999,1,Diamond,0
639,13182.0,121.18,4,Silver,1
640,13183.0,3957.7800000000007,1,Diamond,0
641,13184.0,1616.4499999999998,1,Diamond,0
642,13185.0,71.4,4,Silver,1
